,project_id,option_id,option_calculation_id,company_id,projects_name,facility_type_id,facility_type,facility_type_lcm,industry_type_id,name,started_at,finished_at,tax_rate_source,finance_discount_rate,tax_exempt,active,area_count,area_count_sum,ave_annual_hours,max_kwh_cost,max_kwh_cost_simple,existing_lighting_count,total_watts_per_product,ave_lm70,total_solution_count,total_existing_quantity,total_proposed_quantity,total_replacement_count,total_fixture_watts,total_fixture_watt_hours,total_fixture_life_years,total_item_watts,sol_total_existing_count,total_product_count,energy_savings_per_year,total_savings_per_year,rebates,net_replacement_cost,payback,ROI,address,city,state,zip_code,latitude,longitude,existing_kwh,proposed_kwh,kwh_proposed_annual_savings,sqft
3549,7419,6989,6960,321,LHM Used Car Supermarket- Murray,1,Auto Related,Services,,Walter-O'Reilly,03:48.2,03:51.6,2,5,FALSE,TRUE,4,8,4580,0.08,,4,23864,10000,4,91,91,91,650,79504220,67.68558952,17359,4,4,19111.653,23861.653,,44150,1.83,54.04677916,5701 S State St,Murray,UT,84107,40.647446,-111.88817,334326.26,79504.22,254822.04,
3550,7421,6982,6953,213,Lodges at West Edge,43,Parking Lots,Services,2336,Leffler and Sons,16:58.5,16:59.8,2,5,FALSE,TRUE,3,27,4368,,,3,13770,10000,3,55,55,55,91,9980880,45.78754579,2285,3,3,0,0,,23214.84,,0,,,,,,,57002.4,9980.88,47021.52,
3551,7424,6986,6957,557,26868 & 26918 56th Avenue,,,,2357,Schoen-Kutch,34:16.3,34:26.4,2,5,FALSE,TRUE,9,1890,4580,0.138,,9,2081295,17857.14286,9,629,641,516,1897,171308520,1026.940639,33571.5,68,74,2358.213,2552.910083,,6233.26,2.38,40.95625858,,,,,,,24800.78,7712.28,17088.5,
3552,7424,6991,6962,557,26868 & 26918 56th Avenue,,,,2357,Schoen-Kutch,29:01.8,29:13.4,2,5,FALSE,TRUE,9,1890,4580,0.138,,9,2081295,17857.14286,9,381,399,516,1882,163529640,1030.202218,32131.5,68,74,5599.66602,6060.406853,,14972.5,2.4,40.47692004,,,,,,,68051.11,27473.82,40577.29,
3553,7424,6995,6966,557,26868 & 26918 56th Avenue,,,,2357,Schoen-Kutch,41:17.5,41:19.3,2,5,FALSE,TRUE,9,1890,4580,0.138,,9,2081295,17857.14286,9,952,1648,829,1416.5,166902970,1049.771689,32798,70,127,20572.04778,21751.56886,5906.65,41040.15,1.85,53.00070507,,,,,,,254801.9,105729.09,149072.81,
3554,7424,8986,8982,557,26868 & 26918 56th Avenue,,,,2357,Schoen-Kutch,41:16.0,41:17.5,2,5,FALSE,TRUE,9,1890,4580,0.138,,9,2081295,17857.14286,9,36,36,516,1894,169836840,1026.940639,33283.5,68,74,1897.9416,1987.0016,2414,3779,1.87,52.58008997,,,,,,,20323.2,6570,13753.2,
3555,7424,8987,8983,557,26868 & 26918 56th Avenue,,,,2357,Schoen-Kutch,22:15.8,22:17.9,2,5,FALSE,TRUE,9,1890,4580,0.138,,9,2081295,17857.14286,9,96,96,516,1897,171308520,1026.940639,33571.5,68,74,10763.86752,11438.38752,17277.46,22620.204,1.94,50.56712804,,,,,,,158941.44,80942.4,77999.04,
3556,7424,8988,8984,557,26868 & 26918 56th Avenue,,,,2357,Schoen-Kutch,41:12.2,41:14.0,2,5,FALSE,TRUE,9,1890,4580,0.138,,9,2081295,17857.14286,9,72,72,516,1894,169836840,1026.940639,33283.5,68,74,4555.05984,4768.80384,5221,5465,1.14,87.26082049,,,,,,,48775.68,15768,33007.68,
3557,7424,8989,8985,557,26868 & 26918 56th Avenue,,,,2357,Schoen-Kutch,41:09.1,41:12.2,2,5,FALSE,TRUE,9,1890,4580,0.138,,9,2081295,17857.14286,9,48,48,516,1894,169836840,1026.940639,33283.5,68,74,6073.41312,6358.40512,6091,3889.2,0.61,163.4887668,,,,,,,65034.24,21024,44010.24,
3558,7424,9008,9004,557,26868 & 26918 56th Avenue,,,,2357,Schoen-Kutch,41:07.1,41:09.1,2,5,FALSE,TRUE,9,1890,4580,0.138,,9,2081295,17857.14286,9,833,845,516,1894,169836840,1026.940639,33283.5,68,74,19778.1738,20950.19488,7635,50254.8,2.33,41.68794798,,,,,,,254417.9,111097.8,143320.1,
3559,7424,9083,9079,557,26868 & 26918 56th Avenue,,,,2357,Schoen-Kutch,48:18.6,48:19.9,2,5,FALSE,TRUE,9,1890,4580,0.138,,9,2081295,17857.14286,9,40,40,516,1947,176815640,1030.202218,34731.5,68,74,2115.54,2488.57,6665.69,8410.31,3.24,29.58951573,,,,,,,49056,33726,15330,
3560,7424,9810,9806,557,26868 & 26918 56th Avenue,,,,2357,Schoen-Kutch,51:35.0,51:44.9,2,5,FALSE,TRUE,9,1890,4580,0.138,,9,2081295,17857.14286,9,930,960,516,1882,163529640,1030.202218,32131.5,68,74,32234.60718,34152.3611,,60863.5,1.75,56.11304164,,,,,,,387503.25,153919.14,233584.11,
3561,7425,7063,7034,732,DBEC Wholesale,62,Warehouse (Not Refrigerated),Warehouse and storage,,"Lubowitz, Conn and Will",26:02.5,26:04.6,2,5,FALSE,TRUE,8,242,4015,0.0853,,8,239184,10363.63636,8,900,900,298,1208,70900885,330.0124533,17659,27,27,7309.539969,7309.539969,,29592.05563,3.83,24.70102131,,,,,,,127424.055,41731.91,85692.145,
3562,7425,7340,7336,732,DBEC Wholesale,62,Warehouse (Not Refrigerated),Warehouse and storage,,"Lubowitz, Conn and Will",00:11.3,00:21.0,2,5,FALSE,TRUE,1,242,4015,0.0853,,1,29898,10363.63636,1,33,0,,,,,,1,1,9.10E-13,9.10E-13,,0,,inf,,,,,,,127424.055,127424.055,0,
3563,7425,7358,7354,732,DBEC Wholesale,62,Warehouse (Not Refrigerated),Warehouse and storage,,"Lubowitz, Conn and Will",00:01.5,00:10.9,2,5,FALSE,TRUE,1,242,4015,0.0853,,1,29898,10363.63636,1,33,0,,,,,,1,1,9.10E-13,9.10E-13,,0,,inf,,,,,,,127424.055,127424.055,0,
3564,7426,7123,7094,568,580 Ritchie Hwy Ste C,,,,2254,"Monahan, Roberts and Harvey",20:30.4,20:32.3,2,5,FALSE,TRUE,2,15,3744,0.14,,2,1698,20000,2,27,27,14,100,2021760,40.06410256,540,3,3,447.10848,447.10848,,609.15,1.35,73.39874908,580 Ritchie Hwy,Severna Park,MD,21146,39.07445,-76.545135,5215.392,2021.76,3193.632,
3565,7427,7146,7117,568,Merritt Properties 10820 Guilford Rd Ste 208-209,,,,2254,"Monahan, Roberts and Harvey",19:08.0,19:15.6,2,5,FALSE,TRUE,6,108,3744,0.14,,6,41364,13666.66667,6,830,824,62,865,9131616,333.8675214,2439,27,25,2163.73248,2163.73248,,3752.0484,1.71,57.66803221,10820 Guilford Road,Annapolis Junction,MD,20701,39.130524,-76.797134,24586.848,9131.616,15455.232,
3566,7456,6985,6956,778,Quest Diagnostic  - Pendants,,,,2249,Bergnaum Group,25:21.1,25:22.7,2,5,FALSE,TRUE,2,2,4380,0.12,,2,2616,10000,2,34,34,34,50,7446000,11.41552511,1700,2,2,1787.04,1787.04,,9180,4.77,19.46666667,10101 Renner Blvd.,Lenexa,KS,66219,38.946472,-94.77615,22338,7446,14892,
3567,7457,7029,7000,732,Hadad motor sales,1,Auto Related,Services,,"Lubowitz, Conn and Will",37:38.3,37:40.5,2,5,FALSE,TRUE,5,48,3463.5,0.0827,,5,56440,16666.66667,5,48,48,48,620,13092480,127.9285783,3890,8,8,1396.829464,1396.829464,,4288.29431,2.96,32.57307832,,,,,,,27143.6,10253.28,16890.32,
3568,7457,7317,7313,732,Hadad motor sales,1,Auto Related,Services,,"Lubowitz, Conn and Will",37:36.0,37:38.2,2,5,FALSE,TRUE,5,48,3463.5,0.0827,,5,56440,16666.66667,5,48,48,48,632,13127424,127.9285783,3902,8,8,1393.939595,1393.939595,,4313.06479,2.98,32.31900431,,,,,,,27143.6,10288.224,16855.376,
3569,7458,6987,6958,539,504 Advantage Drive,,,,,Shanahan-Fadel,25:08.8,25:20.9,2,5,FALSE,TRUE,5,5,2500,0.11,,5,12405,8200,5,56,56,56,766,24420000,100,9768,5,5,6367.075,6367.075,,900.97456,0.14,706.6875451,,,,,,,82302.5,24420,57882.5,
3570,7459,6988,6959,623,Rose Steel Fabrication & Weld Shop,,,,,"Haag, Wilderman and Blick",24:36.6,24:40.1,2,5,FALSE,TRUE,5,36,2340,0.07,,5,58220,18888.88889,5,200,200,194,2313,84979440,555.5555556,36316,13,13,3397.7034,3439.5894,,52712.937,,6.525133289,401 N. 8Th Street,Reading,PA,19612,40.342186,-75.9213,126778.86,78240.24,48538.62,
3571,7544,7015,6986,725,Cleveland House #2,39,Nursing Homes,Health care - Outpatient,,Murray and Sons,17:44.9,18:06.0,2,5,FALSE,TRUE,1,8723,4419.818182,0.1,,1,487817,18538.46154,1,18,18,9,52,2049840,13.69863014,234,2,2,3775.1658,3775.1658,,68322.72727,,5.525490493,,,,,,,89379.594,51627.936,37751.658,
3572,7546,6996,6967,557,Regatta Pointe,,,,2357,Schoen-Kutch,19:24.2,19:42.6,2,5,FALSE,TRUE,9,1872,4086.666667,0.095,,9,761319,16437.5,9,3746,3746,712,1922.5,63417530,2685.159817,10607,141,141,5534.22595,6248.195033,,18939,2.92,32.99115599,,,,,,,81429.82,23174.81,58255.01,
3573,7547,7009,6980,347,CGP inc,,,,,Upton LLC,05:58.4,05:59.7,2,5,FALSE,TRUE,2,4,2340,0.11,,2,1460,15000,2,12,16,16,162,3032640,42.73504274,1296,2,3,340.7976,340.7976,,3892.618,,8.75497159,1001 Armstrong Blvd Suite C,Kissimmee,FL,34741,28.30194,-81.44069,6130.8,3032.64,3098.16,
3574,7548,7004,6975,347,UniformWizard,,,,,Upton LLC,04:28.2,04:30.0,2,5,FALSE,TRUE,3,9,432.64,0.11,,3,2934,13666.66667,3,15,20,20,66,244071,346.6204506,564,3,4,56.0281425,56.0281425,,838.4785,,6.682120353,826 N Hoagland Blvd.,Kissimmee,FL,34741,28.29868,-81.44754,753.41775,244.071,509.34675,
3575,7550,7003,6974,545,LandPro Equipment,41,Office/Retail,Offices (Non-medical),,Hintz-Kuhlman,18:56.9,18:59.8,2,5,FALSE,TRUE,4,16,2860,0.1,,4,4784,20000,4,253,253,95,260,11468600,139.8601399,4010,8,8,1763.476,1763.476,,4240.2,2.34,41.58945333,185 Route 31F,Macedon,NY,14502,43.09683,-77.367744,29103.36,11468.6,17634.76,
3576,7551,7001,6972,545,Maguires Nissan,43,Parking Lots,Services,,Hintz-Kuhlman,19:17.6,19:20.6,2,5,FALSE,TRUE,2,4,3833,0.11,,2,6152,10000,2,102,102,43,1050,40246500,65.22306288,10500,5,5,10957.32044,10957.32044,,14669.6999,1.33,74.69355552,2001 W CUMBERLAND ST,LEBANON,PA,17042,40.339474,-76.44682,139858.504,40246.5,99612.004,
3577,7552,6998,6969,127,Cash America - STL 2957,52,Retail,Retail - Mall & Non-Mall,2254,Farrell-Hills,17:04.9,17:08.7,2,5,FALSE,TRUE,2,18,2960,0.13,,2,2484,10500,2,1140,1140,153,153,7832160,152.027027,2646,9,9,3490.9056,4534.3056,2210,5247.07,1.15,86.41595405,,,,,,,34685.28,7832.16,26853.12,
3578,7553,6999,6970,127,Cash America - STL 2953,52,Retail,Retail - Mall & Non-Mall,2254,Farrell-Hills,19:12.4,19:17.4,2,5,FALSE,TRUE,4,36,2960,0.2,,4,15624,20000,4,181,181,50,352,7394080,152.027027,2498,9,9,2895.472,3196.652,2094,3261.01,1.02,98.02643966,2616 Telegraph Rd.,St Louis,MO,63125,38.511646,-90.2904,21871.44,7394.08,14477.36,
3579,7554,7000,6971,127,First Cash STL - 420,52,Retail,Retail - Mall & Non-Mall,2254,Farrell-Hills,19:20.7,19:24.1,2,5,FALSE,TRUE,1,6,2960,0.14,,1,468,20000,1,660,660,110,180,9768000,101.3513514,3300,6,6,2188.032,3197.392,1712,4618.5,1.43,69.23009635,3800 Lemay Ferry Rd.,St Louis,MO,63125,38.508068,-90.322914,25396.8,9768,15628.8,
3580,7556,7050,7021,127,Piazza Jewelry - STL 452,52,Retail,Retail - Mall & Non-Mall,2254,Farrell-Hills,10:07.0,10:14.6,2,5,FALSE,TRUE,5,55,2960,0.2,,5,26840,20000,5,559,559,159,246,12846400,168.9189189,4340,10,10,5364.704,6548.704,3421,7974.9,1.21,82.11644033,10201 Page Ave.,Overland,MO,63132,38.691425,-90.38485,39669.92,12846.4,26823.52,
3581,7557,7005,6976,439,Scheidemantle,,,,2336,Kub and Sons,19:10.8,19:12.3,2,5,FALSE,TRUE,2,2,4230,0.07,,2,1150,10000,2,7,7,7,140,2199600,23.64066194,520,2,2,475.2405,475.2405,,2154.1425,4.21,22.06170205,,,,,,,8988.75,2199.6,6789.15,
3582,7558,7007,6978,439,ABC,,,,2336,Kub and Sons,17:43.0,17:44.8,2,5,FALSE,TRUE,3,3,4230,0.07,,3,2241,13333.33333,3,24,24,24,285,10025100,35.46099291,2370,3,3,1058.5575,1058.5575,,4082.4075,3.63,25.92973631,,,,,,,25147.35,10025.1,15122.25,5000
3583,7560,7377,7373,213,Enertec,,,,2336,Leffler and Sons,16:03.3,16:04.2,2,5,FALSE,TRUE,3,9,2256.25,,,3,3186,40000,3,21,21,21,131,1489125,132.9639889,660,3,3,0,0,,2334.1113,,0,,,,,,,4413.225,1489.125,2924.1,
3584,7562,7173,7144,213,The Boulders @ Riverwoods,,,,2336,Leffler and Sons,36:53.5,36:54.3,2,5,FALSE,TRUE,4,40,,,,4,4800,18000,4,658,658,204,216,0,0,1800,20,20,0,0,,11618.5244,,0,,,,,,,0,0,0,
3585,7564,7171,7142,213,USPS- South Portland,47,Post Office,Services,2336,Leffler and Sons,08:31.5,08:32.3,2,5,FALSE,TRUE,1,1,2548,,,1,112,20000,1,13,13,13,0,0,0,0,1,1,0,0,,858,,0,,,,,,,3709.888,0,3709.888,
3586,7582,7342,7338,581,North state Supply,,,,2239,"Harvey, Kozey and Schuster",30:48.1,30:50.5,2,5,FALSE,TRUE,5,20,4000,0.11,,5,11200,18000,5,151,161,151,163,25620000,75,6405,6,8,2663.76,2663.76,,23656.5625,7.78,11.26013131,,,,,,,49836,25620,24216,
3587,7583,7014,6985,327,Eastern Mountain Sports (Albany),52,Retail,Retail - Mall & Non-Mall,2249,"Collier, Barrows and Runolfsdottir",17:39.1,17:42.9,2,5,FALSE,TRUE,4,40,4200,0.18,,4,16288,12200,4,191,338,202,211,33238800,130.952381,7914,11,23,5649.588,5649.588,,23026.4,3.86,24.53526387,1475 Western Avenue,Albany,NY,12203,42.682526,-73.83845,62878.2,31491.6,31386.6,
3588,7583,7016,6987,327,Eastern Mountain Sports (Albany),52,Retail,Retail - Mall & Non-Mall,2249,"Collier, Barrows and Runolfsdottir",17:34.5,17:38.9,2,5,FALSE,TRUE,4,40,4200,0.18,,4,16288,12200,4,191,338,202,161,18538800,130.952381,4414,11,23,8295.588,8295.588,,12050.4,1.44,68.84076877,1475 Western Avenue,Albany,NY,12203,42.682526,-73.83845,62878.2,16791.6,46086.6,
3589,7596,7022,6993,732,Comfort inn Youngstown ohio,32,Lodging (Hotels/Motels),Lodging,,"Lubowitz, Conn and Will",09:55.1,10:03.9,2,5,FALSE,TRUE,12,570,6387.5,0.09,,12,1888752,12266.66667,12,470,470,270,1413,56834880,261.2598589,11922,38,38,13742.69895,13742.69895,,15850.69683,1.15,86.7009135,,,,,,,197530.335,44833.68,152696.655,
3590,7602,7141,7112,581,Super City Manufacturing Audit,,,,2239,"Harvey, Kozey and Schuster",09:16.7,09:21.2,2,5,FALSE,TRUE,9,36,5000,0.107,,9,73584,16666.66667,9,317,317,227,1139,79795000,140,15959,14,14,16965.385,18014.135,3500,64109.5,3.55,28.09901029,,,,,,,238350,79795,158555,
3591,7605,7110,7081,581,UPMC Quantum Building,35,Medical Offices,Health care - Outpatient,2239,"Harvey, Kozey and Schuster",06:56.8,07:01.4,2,5,FALSE,TRUE,15,11440,8760,0.085,,15,8166600,16954.54545,15,33776,33459,5986,12466.5,912459120,3584.474886,104162,654,631,18515.9682,24847.7692,5466,57866.675,2.32,42.93968713,2 Hot Metal Street,Pittsburgh,PA,15203,40.42589,-79.964516,391957.44,174122.52,217834.92,
3592,7605,7135,7106,581,UPMC Quantum Building,35,Medical Offices,Health care - Outpatient,2239,"Harvey, Kozey and Schuster",06:53.8,06:56.6,2,5,FALSE,TRUE,14,11440,8760,0.085,,14,7622160,16954.54545,14,32798,32377,5986,12466.5,912459120,3584.474886,104162,653,629,18984.3216,25718.7906,5951.5,60780.625,2.35,42.31412658,2 Hot Metal Street,Pittsburgh,PA,15203,40.42589,-79.964516,406761.84,183416.88,223344.96,
3593,7605,7136,7107,581,UPMC Quantum Building,35,Medical Offices,Health care - Outpatient,2239,"Harvey, Kozey and Schuster",06:49.5,06:53.6,2,5,FALSE,TRUE,14,11440,8760,0.085,,14,7622160,16954.54545,14,37398,37059,5986,12466.5,912459120,3584.474886,104162,653,629,14673.8322,20720.7872,5986,53669.85,2.57,38.60787239,2 Hot Metal Street,Pittsburgh,PA,15203,40.42589,-79.964516,324680.64,152047.32,172633.32,
3594,7605,7137,7108,581,UPMC Quantum Building,35,Medical Offices,Health care - Outpatient,2239,"Harvey, Kozey and Schuster",06:43.9,06:49.3,2,5,FALSE,TRUE,14,11440,8760,0.085,,14,7622160,16954.54545,14,30697,30373,5986,12466.5,912459120,3584.474886,104162,653,629,13241.9664,18613.9634,5167,52756.675,2.81,35.28266973,2 Hot Metal Street,Pittsburgh,PA,15203,40.42589,-79.964516,298155.36,142367.52,155787.84,
3595,7605,7138,7109,581,UPMC Quantum Building,35,Medical Offices,Health care - Outpatient,2239,"Harvey, Kozey and Schuster",06:38.7,06:43.8,2,5,FALSE,TRUE,14,11440,8760,0.085,,14,7622160,16954.54545,14,368,368,5986,12466.5,912459120,3584.474886,104162,653,629,9390.8952,11181.1472,864,11443.9,1.02,97.70399252,2 Hot Metal Street,Pittsburgh,PA,15203,40.42589,-79.964516,150707.04,40225.92,110481.12,
3596,7605,7139,7110,581,UPMC Quantum Building,35,Medical Offices,Health care - Outpatient,2239,"Harvey, Kozey and Schuster",06:34.1,06:38.5,2,5,FALSE,TRUE,14,11440,8760,0.085,,14,7622160,16954.54545,14,0,0,5986,12466.5,912459120,3584.474886,104162,653,629,1000.7424,1236.6784,112,937.6,0.76,131.8982935,2 Hot Metal Street,Pittsburgh,PA,15203,40.42589,-79.964516,15697.92,3924.48,11773.44,
3597,7605,7238,7209,581,UPMC Quantum Building,35,Medical Offices,Health care - Outpatient,2239,"Harvey, Kozey and Schuster",06:29.0,06:33.9,2,5,FALSE,TRUE,14,11440,8760,0.085,,14,7622160,16954.54545,14,30697,30373,5986,12466.5,912459120,3584.474886,104162,653,629,13241.9664,18613.9634,5167,52756.675,2.81,35.28266973,2 Hot Metal Street,Pittsburgh,PA,15203,40.42589,-79.964516,298155.36,142367.52,155787.84,
3598,7605,8872,8868,581,UPMC Quantum Building,35,Medical Offices,Health care - Outpatient,2239,"Harvey, Kozey and Schuster",54:42.3,54:44.1,2,5,FALSE,TRUE,14,11440,8760,0.085,,14,7622160,16954.54545,14,368,368,5986,12461.6,911085552,3584.474886,104005.2,653,629,2002.08048,2022.81248,,6352.11,3.34,31.84473317,2 Hot Metal Street,Pittsburgh,PA,15203,40.42589,-79.964516,32972.64,9418.752,23553.888,
3599,7625,7031,7002,557,Terraces on 7th Senior Village,,,,2357,Schoen-Kutch,11:11.5,11:13.1,2,5,FALSE,TRUE,9,855,4616.6,0.09,,9,748125,16777.77778,9,1283,793,218,663,34889295,315.0672923,6274,696,296,13550.5548,15948.30813,,34616.4,2.12,46.07153873,,,,,,,185451.015,34889.295,150561.72,
3600,7625,8116,8112,557,Terraces on 7th Senior Village,,,,2357,Schoen-Kutch,11:09.7,11:11.4,2,5,FALSE,TRUE,9,855,4616.6,0.09,,9,748125,16777.77778,9,519,519,198,495,28726635,292.2362421,5392,20,20,13567.1112,15964.86453,,44211.7,2.68,36.11004448,,,,,,,185451.015,34705.335,150745.68,
3601,7625,9454,9450,557,Terraces on 7th Senior Village,,,,2357,Schoen-Kutch,58:18.2,58:27.9,2,5,FALSE,TRUE,9,855,4616.6,0.09,,9,748125,16777.77778,9,519,519,198,495,28726635,292.2362421,5392,20,20,13567.1112,15964.86453,,40065.9,2.44,39.8465142,,,,,,,185451.015,34705.335,150745.68,
3602,7627,7090,7061,551,MVTCIT 200 K Street NW,40,Office (General Office Types),Offices (Non-medical),,Osinski LLC,26:47.5,26:48.7,2,5,FALSE,TRUE,7,210,4380,0.166,0.134,7,88200,6428.571429,7,25,25,189,253,9614100,639.2694064,2195,18,17,574.218,574.218,,2185.236364,3.75,26.27715745,,,,,,,5869.2,2041.08,3828.12,
3603,7628,7051,7022,447,"Restaurant Depot, LLC",21,Food Stores,Food Sales,,"Connelly, Bins and Walter",57:04.9,57:13.5,2,5,FALSE,TRUE,7,484,8760,0.1,,7,757988,14545.45455,7,1529,1529,420,2710,154659600,586.0053189,23150,76,76,18729.816,18729.816,,19207.25,1.02,97.51430319,12665 S. Pulaski Rd.,Alsip,IL,60803,41.663654,-87.71911,303628.56,116330.4,187298.16,
3604,7648,7042,7013,568,7701 Greenbelt Rd Downlights,40,Office (General Office Types),Offices (Non-medical),2254,"Monahan, Roberts and Harvey",03:54.2,04:11.3,2,5,FALSE,TRUE,1,2,4368,0.14,,1,232,10000,1,32,32,41,60,5372640,22.89377289,1230,2,2,841.45152,841.45152,,3143.6,3.55,26.76713068,7701 Greenbelt Rd,Greenbelt,MD,20770,38.99319,-76.87383,8107.008,2096.64,6010.368,
3605,7652,7044,7015,568,Hidden Harbour 2,65,Other,Other,2254,"Monahan, Roberts and Harvey",10:52.8,10:55.3,2,5,FALSE,TRUE,3,9,4368,0.14,,3,2844,4000,3,166,166,166,58,13864032,34.34065934,3174,3,3,8611.42464,8611.42464,,15238.642,1.74,56.51044653,12401 Jamaica Ave,Ocean City,MD,21842,38.42921,-75.05921,75374.208,13864.032,61510.176,
3606,7653,7104,7075,568,Merritt Properties 611 N Hammonds Ferry Rd Ste A-E,,,,2254,"Monahan, Roberts and Harvey",23:31.6,23:47.4,2,5,FALSE,TRUE,7,210,3744,0.14,,7,67620,11714.28571,7,3666,3554,200,1322,32408064,480.7692308,8656,41,37,6696.66816,6696.66816,,13529.9273,1.99,49.49522648,611 N. Hammonds Ferry Road,Linthicum Heights,MD,21090,39.21977,-76.6635,80241.408,32408.064,47833.344,
3607,7654,7045,7016,127,First Cash - STL #421,52,Retail,Retail - Mall & Non-Mall,2254,Farrell-Hills,10:46.7,10:50.6,2,5,FALSE,TRUE,5,40,2960,0.13,,5,20240,20000,5,333,333,123,192,8317600,135.1351351,2810,8,8,2861.3728,3887.9008,2288,4807.28,1.23,80.8752725,5934 Natural Bridge Rd.,St Louis,,63120,38.687508,-90.27377,30328.16,8317.6,22010.56,
3608,7655,7092,7063,732,C Harper Ford,1,Auto Related,Services,,"Lubowitz, Conn and Will",24:28.2,24:30.6,2,5,FALSE,TRUE,2,6,4380,0.09,,2,4002,10000,2,1222,1222,452,550,282291000,45.66210046,64450,4,4,50375.2122,50375.2122,,63241.14365,1.25,79.65575777,,,,,,,842015.58,282291,559724.58,
3609,7655,7290,7286,732,C Harper Ford,1,Auto Related,Services,,"Lubowitz, Conn and Will",34:56.2,35:00.6,2,5,FALSE,TRUE,1,6,4380,0.09,,1,2001,10000,1,1155,1155,385,600,337260000,34.24657534,77000,3,3,40066.488,40066.488,,207288.8831,4.81,19.32881658,,,,,,,842015.58,396832.38,445183.2,
3610,7656,7174,7145,732,Jones Stone - bentlyville,,,,,"Lubowitz, Conn and Will",09:08.4,09:14.1,2,5,FALSE,TRUE,5,81,2340,0.1037,,5,63000,14555.55556,5,65,63,44,601,6413940,179.4871795,2741,13,11,1931.315022,1931.315022,,4902.907115,2.46,39.39122191,,,,,,,27048.06,8424,18624.06,
3611,7657,7046,7017,321,Mountain America Credit Union - Washington (Tier 1 Option),3,Banks,Offices (Non-medical),,Walter-O'Reilly,54:23.9,54:26.3,2,5,FALSE,TRUE,3,9,,,,3,3789,13333.33333,3,28,28,28,201,0,0,1487,3,3,0,0,,7771.45,,0,Washington Branch,St. George,UT,84790,37.18568,-113.60984,0,0,0,
3612,7658,7048,7019,623,Hydra-Tech Pumps,,,,,"Haag, Wilderman and Blick",10:44.6,10:46.6,2,5,FALSE,TRUE,2,2,3060,0.07,,2,372,20000,2,187,187,187,71,21162960,32.67973856,6916,2,2,3028.3596,3056.9706,,10456,3.27,29.23652066,167 Stock Street,Nesquehoning,PA,18240,40.850147,-75.870964,64425.24,21162.96,43262.28,
3613,7659,7049,7020,321,Mountain America Credit Union - Washington (Tier 2 Option),3,Banks,Offices (Non-medical),,Walter-O'Reilly,54:21.3,54:23.8,2,5,FALSE,TRUE,3,9,,,,3,3789,13333.33333,3,28,28,28,200,0,0,1480,3,3,0,0,,5529.938,,0,Washington Branch,St. George,UT,84790,37.18568,-113.60984,0,0,0,
3614,7660,7052,7023,552,Deerfoot Destination 2020 Project 4 Exterior - Arrlux,,,,,"Reynolds, Pfeffer and Gottlieb",10:43.2,10:44.6,2,5,FALSE,TRUE,1,1,4380,0.1,0.1,1,400,10000,1,33,33,33,135,19512900,11.41552511,4455,1,1,3830.31,5131.17,,33291.852,6.49,15.41269017,,,,,,,57816,19512.9,38303.1,
3615,7660,7053,7024,552,Deerfoot Destination 2020 Project 4 Exterior - Arrlux,,,,,"Reynolds, Pfeffer and Gottlieb",10:41.9,10:43.1,2,5,FALSE,TRUE,1,1,4380,0.1,0.1,1,400,10000,1,33,33,33,120,17344800,11.41552511,3960,1,1,4047.12,5347.98,,55989.469,,9.551760528,,,,,,,57816,17344.8,40471.2,
3616,7661,7054,7025,552,Deerfoot Destination 2020 Project 4 Exterior - GE Evolve,,,,,"Reynolds, Pfeffer and Gottlieb",25:19.8,25:29.7,2,5,FALSE,TRUE,1,1,4380,0.1,0.1,1,400,10000,1,33,33,33,116,16766640,11.41552511,3828,1,1,4104.936,5405.796,,62844.969,,8.601795953,,,,,,,57816,16766.64,41049.36,
3617,7661,7055,7026,552,Deerfoot Destination 2020 Project 4 Exterior - GE Evolve,,,,,"Reynolds, Pfeffer and Gottlieb",10:39.1,10:40.3,2,5,FALSE,TRUE,1,1,4380,0.1,0.1,1,400,10000,1,33,33,33,135,19512900,11.41552511,4455,1,1,3830.31,5131.17,,33291.852,6.49,15.41269017,,,,,,,57816,19512.9,38303.1,
3618,7664,7134,7105,732,Jones granite,,,,,"Lubowitz, Conn and Will",12:16.4,12:19.0,2,5,FALSE,TRUE,3,28,3120,0.10135,,3,12978,15250,3,11,11,11,190,3644160,48.07692308,1168,3,3,1720.825704,1720.825704,,3632.7435,2.07,47.36986534,,,,,,,26470.08,9491.04,16979.04,
3619,7679,7095,7066,732,Pioneer Custom Millwork,34,Manufacturing Facility,Other,,"Lubowitz, Conn and Will",13:34.0,13:37.9,2,5,FALSE,TRUE,3,216,3430,0.2156,,3,102816,18333.33333,3,35,35,20,101,2275400,43.51917196,620,4,4,3976.3108,3976.3108,,2235.612,0.56,177.8622945,,,,,,,31338.88,12895.88,18443,
3620,7681,7062,7033,447,Canteen Vending Services,62,Warehouse (Not Refrigerated),Warehouse and storage,,"Connelly, Bins and Walter",01:02.5,01:04.9,2,5,FALSE,TRUE,3,6,3640,0.1,,3,3234,20000,3,167,167,155,245,34743800,76.92307692,9545,4,4,5535.348,6437.158,,19462.75,2.92,33.07424696,940 Lively Blvd.,Wood Dale,IL,60191,41.982185,-87.9697,90097.28,34743.8,55353.48,
