,ZipCode,Address,BldgClass,LandUse,OwnerName,LotArea,BldgArea,ComArea,OfficeArea,RetailArea,GarageArea,StrgeArea,NumFloors,UnitsRes,UnitsTotal,YearBuilt,BuiltFAR,CommFAR,XCoord,YCoord
80381,11375.0,102-15 METROPOLITAN AVENUE,S1,4.0,B J M INC,1800,1980,990,0,990,0,0,2.0,1,2,1920,1.1,0.0,1025811.0,198191.0
80382,11375.0,102-13 METROPOLITAN AVENUE,S2,4.0,BJM INC,2000,2408,1204,0,1204,0,0,2.0,2,3,1920,1.2,0.0,1025791.0,198195.0
80383,11375.0,102-11 METROPOLITAN AVENUE,S1,4.0,102-11 METROPOLITAN L,2028,2480,1240,0,1240,0,0,2.0,1,2,1920,1.22,0.0,1025773.0,198201.0
80384,11375.0,102-09 METROPOLITAN AVENUE,O8,5.0,MOLNAR FERENC,1605,2180,1630,1630,0,0,0,2.0,1,3,1920,1.36,0.0,1025751.0,198193.0
80724,11375.0,20 CONTINENTAL AVENUE,D4,3.0,FOREST HILLS INN APTS,31250,85075,525,525,0,0,0,6.0,95,96,1932,2.72,0.0,1027118.0,201095.0
80725,11375.0,1 STATION SQUARE,D4,3.0,STATION SQUARE APARTM,18200,54185,8500,400,8100,0,0,3.0,50,54,1930,2.98,0.0,1027202.0,201199.0
80743,11375.0,8 GREENWAY TERRACE,K1,5.0,VARDA WIDAD MIZRAHI,2661,1480,1480,0,1480,0,0,1.0,0,1,1931,0.56,0.0,1027379.0,201172.0
80744,11375.0,2 STATION SQUARE,C6,2.0,STATION SQUARE APARTM,6000,22450,2744,0,2744,0,0,5.0,27,32,1930,3.74,0.0,1027343.0,201257.0
80770,11375.0,106-16 71 AVENUE,K1,5.0,PARTNERSHIP 1995 IILP,1146,1122,1122,0,1122,0,0,1.0,0,3,1928,0.98,0.0,1027260.0,201532.0
80771,11375.0,106-20 71 AVENUE,K1,5.0,71-14 AUSTIN LLC,10000,10000,10000,0,10000,0,0,1.0,0,1,1932,1.0,0.0,1027350.0,201555.0
80772,11375.0,106-24 71 AVENUE,K1,5.0,106-24 REALTY CORP,3500,3500,3500,0,3500,0,0,1.0,0,2,1922,1.0,0.0,1027335.0,201608.0
80773,11375.0,71-20 AUSTIN STREET,K1,5.0,71-18 LLC,10000,18000,18000,0,18000,0,0,1.0,0,3,1928,1.8,0.0,1027454.0,201512.0
80774,11375.0,71-24 AUSTIN STREET,K2,5.0,W.L.T. AUSTIN CORP.,4200,6760,6760,0,6760,0,0,2.0,0,2,1935,1.61,0.0,1027518.0,201481.0
80775,11375.0,71-30 AUSTIN STREET,K2,5.0,71-30 AUSTIN ASSOCIAT,3200,5120,5120,0,5120,0,0,2.0,0,2,1929,1.6,0.0,1027552.0,201465.0
80776,11375.0,71-34 AUSTIN STREET,K2,5.0,71-34 AUSTIN STREET R,1600,2560,2560,0,2560,0,0,2.0,1,2,1929,1.6,0.0,1027574.0,201454.0
80777,11375.0,71-40 AUSTIN STREET,K1,5.0,AUSWIN REALTY CORP,9010,12000,12000,0,12000,0,0,1.0,0,4,1928,1.33,0.0,1027622.0,201430.0
80778,11375.0,71-50 AUSTIN STREET,D7,4.0,AUSWIN REALTY CORP,10000,40398,3000,0,3000,0,0,6.0,36,53,1932,4.04,0.0,1027707.0,201387.0
80779,11375.0,71-58 AUSTIN STREET,C7,4.0,AUSWIN REALTY CORP,10000,25550,8550,5000,3550,0,0,4.0,23,36,1937,2.56,0.0,1027795.0,201341.0
80780,11375.0,71-64 AUSTIN STREET,K1,5.0,STOCKMAN HOLDING COMP,3000,3000,3000,0,3000,0,0,1.0,0,2,1925,1.0,0.0,1027853.0,201310.0
80781,11375.0,72-02 AUSTIN STREET,K2,5.0,STOCKMAN HOLDING COMP,1870,2800,2800,0,2800,0,0,2.0,0,2,1931,1.5,0.0,1027874.0,201299.0
80782,11375.0,72-04 AUSTIN STREET,K2,5.0,STOCKMAN HOLDING COMP,1870,2800,2450,350,2100,0,0,2.0,1,3,1931,1.5,0.0,1027890.0,201289.0
80783,11375.0,72-06 AUSTIN STREET,K4,4.0,72-06 AUSTIN REALTYCO,1870,4200,2800,0,1400,0,1400,2.0,2,3,1931,2.25,0.0,1027907.0,201280.0
80784,11375.0,72-08 AUSTIN STREET,K2,5.0,STOCKMAN HOLDING COMP,1870,2800,2800,0,1500,0,0,2.0,0,2,1931,1.5,0.0,1027924.0,201270.0
80785,11375.0,72-10 AUSTIN STREET,K1,5.0,72-10 AUSTIN ST ASSOC,7500,6750,6750,0,6750,0,0,1.0,0,5,1929,0.9,0.0,1027964.0,201247.0
80786,11375.0,72-22 AUSTIN STREET,C7,4.0,KRA RLTY,12045,28500,6000,0,6000,0,0,4.0,36,42,1929,2.37,0.0,1028048.0,201199.0
80787,11375.0,72-44 AUSTIN STREET,K1,5.0,"COHEN,RICHARD (TRUSTE",5000,4500,4500,0,4500,0,0,1.0,0,1,1940,0.9,0.0,1028232.0,201084.0
80788,11375.0,72-50 AUSTIN STREET,K2,5.0,STOCKMAN HOLDING COMP,5000,8600,8600,3600,5000,0,0,2.0,0,2,1932,1.72,0.0,1028275.0,201056.0
80789,11375.0,72-60 AUSTIN STREET,K1,5.0,ALMAR REALTY CO,10304,10200,10200,0,10200,0,0,1.0,0,8,1931,0.99,0.0,1028338.0,201014.0
80790,11375.0,72-34 AUSTIN STREET,RM,4.0,IRVING & ELLIOTT SUTT,13175,47289,8744,0,8744,0,0,6.0,58,60,1932,3.59,0.0,1028155.0,201131.0
80791,11375.0,108-18 QUEENS BOULEVARD,O6,5.0,CORD MEYER DEVELOPMEN,31551,108282,108282,52000,24322,31960,0,9.0,0,12,1930,3.43,4.0,1027515.0,201924.0
80792,11375.0,108-22 QUEENS BOULEVARD,J8,5.0,QUEENS GERP LLC,27814,48417,48417,0,9608,0,3158,2.0,0,6,1940,1.74,4.0,1027606.0,201816.0
80793,11375.0,71-21 AUSTIN STREET,K4,4.0,71 AUSTIN ASSOC,5500,9375,9375,3200,5250,0,0,3.0,0,11,1930,1.7,4.0,1027555.0,201641.0
80794,11375.0,71-19 AUSTIN STREET,K2,5.0,TEDMAR REALTY CORP,1600,2500,2500,0,2500,0,0,2.0,0,2,1930,1.56,4.0,1027521.0,201658.0
80795,11375.0,71-17 AUSTIN STREET,S2,4.0,TAVOUS OF NEW YORK IN,1600,2500,1250,0,1250,0,0,2.0,2,3,1930,1.56,4.0,1027506.0,201665.0
80796,11375.0,71-15 AUSTIN STREET,S2,4.0,TAVOUS OF NEW YORK IN,1600,2500,1250,0,1250,0,0,2.0,2,3,1930,1.56,4.0,1027491.0,201672.0
80797,11375.0,71-11 AUSTIN STREET,C7,4.0,71-11 AUSTIN STREET C,5000,15378,4900,0,4900,0,0,4.0,13,16,1930,3.08,4.0,1027461.0,201686.0
80798,11375.0,71-09 AUSTIN STREET,C7,4.0,IFH 7109 LLC,5000,15098,3930,0,3930,0,0,4.0,7,8,1935,3.02,4.0,1027416.0,201708.0
80799,11375.0,71-01 AUSTIN STREET,K2,5.0,VNV ASSOCIATES L P,5500,8500,8500,3000,5500,0,0,2.0,0,17,1925,1.55,4.0,1027367.0,201731.0
80800,11375.0,107-16 71 AVENUE,K2,5.0,C & A FOREST HILLS LL,9750,19500,19500,0,19500,0,0,2.0,0,4,1926,2.0,4.0,1027439.0,201796.0
80801,11375.0,108-36 QUEENS BOULEVARD,K2,5.0,CORD MEYER DEVELOPMEN,13869,36820,36820,21322,15498,0,0,2.0,0,14,1950,2.65,4.0,1027831.0,201800.0
80802,11375.0,108-25 72 AVENUE,D4,3.0,CHATHAM OWNERS CORP,16069,74100,6900,6900,0,0,0,6.0,69,71,1939,4.61,4.0,1027930.0,201709.0
80803,11375.0,108-21 72 AVENUE,O5,5.0,108-21 72ND AVE PROPE,2611,12956,12956,12956,0,0,0,5.0,0,1,2011,4.96,4.0,1027889.0,201640.0
80805,11375.0,108-17 72 AVENUE,C7,4.0,C.H CRESCENT REALTY L,5200,9600,2600,0,2600,0,0,2.0,11,15,1935,1.85,4.0,1027867.0,201594.0
80807,11375.0,71-63 AUSTIN STREET,K2,5.0,TERESA BEYER,2625,3200,3200,1600,1600,0,0,2.0,0,4,1935,1.22,4.0,1027873.0,201486.0
80808,11375.0,71-61 AUSTIN STREET,S2,4.0,"DAVIDOV, EMANUEL",1650,1920,960,0,960,0,0,2.0,2,3,1930,1.16,4.0,1027853.0,201496.0
80809,11375.0,71-59 AUSTIN STREET,S2,4.0,71-59 AUSTIN INC,1630,1920,960,0,0,0,0,2.0,2,3,1930,1.18,4.0,1027839.0,201503.0
80810,11375.0,71-57 AUSTIN STREET,K2,5.0,AUSTIN PROP LLC,1630,2000,2000,500,1500,0,0,2.0,0,3,1930,1.23,4.0,1027825.0,201510.0
80811,11375.0,71-55 AUSTIN STREET,K2,5.0,AUSTIN PROP LLC,1630,2000,2000,1000,1000,0,0,2.0,0,3,1931,1.23,4.0,1027810.0,201517.0
80812,11375.0,71-53 AUSTIN STREET,K4,4.0,AUSTIN PROP LLC,1630,2000,1040,0,1040,0,0,2.0,2,3,1930,1.23,4.0,1027796.0,201524.0
80813,11375.0,71-51 AUSTIN STREET,K2,5.0,71-51-26 AUSTIN STREE,1690,2240,2240,0,2240,0,0,2.0,0,2,1931,1.33,4.0,1027781.0,201532.0
80814,11375.0,71-47 AUSTIN STREET,K2,5.0,VIDA MONA LEAH LLC.,1690,2240,2240,0,2240,0,0,2.0,0,1,1931,1.33,4.0,1027751.0,201547.0
80815,11375.0,71-45 AUSTIN STREET,S2,4.0,PARISSA LLC,1690,4076,1600,0,1600,0,0,3.0,2,3,1931,2.41,4.0,1027737.0,201554.0
80816,11375.0,71-43 AUSTIN STREET,K4,4.0,PAPAR LLC,1610,3696,3696,0,3696,0,0,3.0,0,1,1931,2.3,4.0,1027722.0,201561.0
80817,11375.0,71-41 AUSTIN STREET,S2,4.0,71-41 AUSTIN INC,1610,4064,1600,0,1600,0,0,3.0,2,3,1931,2.52,4.0,1027706.0,201569.0
80818,11375.0,71-37 AUSTIN STREET,K1,5.0,71 AUSTIN MANAGEMENT,5514,3115,3115,0,3115,0,0,1.0,0,3,1931,0.56,4.0,1027703.0,201605.0
80819,11375.0,71-35 AUSTIN STREET,K4,4.0,CHATEAU JEWELRY CORP,2160,6300,6300,2950,3350,0,0,3.0,0,11,1930,2.92,4.0,1027662.0,201591.0
80820,11375.0,107-12 71 ROAD,K2,5.0,"SANSELI, GIUSEPPE",3250,2376,2376,1188,1188,0,0,2.0,0,3,1931,0.73,4.0,1027737.0,201626.0
80821,11375.0,107-14 71 ROAD,O2,5.0,CAMASTRA REALTY,3250,4800,4800,4800,0,0,0,2.0,0,1,1930,1.48,4.0,1027747.0,201648.0
80823,11375.0,71-49 AUSTIN STREET,K4,4.0,CITELO RLTY CP,1690,3160,2040,0,1440,0,0,2.0,2,3,1931,1.87,4.0,1027766.0,201539.0
80824,11375.0,107-24 71 ROAD,RM,4.0,,27425,143254,31616,0,8013,22603,0,21.0,95,96,2005,5.22,4.0,1027781.0,201714.0
80825,11375.0,109-10 QUEENS BOULEVARD,D6,4.0,109-10 QUEENS BLVD. O,10803,87305,3000,1000,0,2000,0,12.0,121,125,1959,8.08,4.0,1028083.0,201645.0
80827,11375.0,109-23 72 ROAD,S5,4.0,72ND FOREST HILLS ASS,3250,4300,1500,0,1500,0,0,2.75,6,7,1931,1.32,4.0,1028192.0,201520.0
80828,11375.0,109-21 72 ROAD,S9,4.0,72ND FOREST HILLS ASS,3250,4300,1500,0,1500,0,0,2.75,6,8,1931,1.32,4.0,1028181.0,201497.0
80829,11375.0,109-19 72 ROAD,O8,5.0,72ND FOREST HILLS ASS,3250,5779,4579,4579,0,0,0,2.5,2,5,1935,1.78,4.0,1028170.0,201475.0
80830,11375.0,109-17 72 ROAD,O8,5.0,72ND FOREST HILLS ASS,3250,5779,4579,4579,0,0,0,2.5,1,6,1931,1.78,4.0,1028160.0,201453.0
80832,11375.0,72-25 AUSTIN STREET,D7,4.0,"109-01 REALTY CO.,",10290,48780,6504,0,6504,0,0,6.0,44,50,1920,4.74,4.0,1028121.0,201342.0
80833,11375.0,72-19 AUSTIN STREET,K1,5.0,"AUSTIN COMMONS, LLC",9189,8800,8800,0,8800,0,0,1.0,0,6,1930,0.96,4.0,1028026.0,201394.0
80834,11375.0,108-02 AUSTIN STREET,D7,4.0,GLADSTONE ASSOC,4754,23880,3850,0,3850,0,0,6.0,26,30,1927,5.02,4.0,1027954.0,201432.0
80835,11375.0,108-10 72 AVENUE,O2,5.0,68-68 EQUITIES,2600,8412,8412,8412,0,0,0,4.0,0,1,1901,3.24,4.0,1028012.0,201464.0
80836,11375.0,108-12 72 AVENUE,O5,5.0,"68-68 EQUITIES, LLC",2600,8557,8557,8557,0,0,0,4.0,0,9,1925,3.29,4.0,1028020.0,201481.0
80837,11375.0,108-14 72 AVENUE,O2,5.0,68-68 EQUITIES LLC,2600,10000,10000,10000,0,0,0,4.0,0,1,1931,3.85,4.0,1028029.0,201500.0
80838,11375.0,108-16 72 AVENUE,O2,5.0,108-16 72ND AVENUE LL,2600,10000,10000,10000,0,0,0,5.0,0,4,1931,3.85,4.0,1028038.0,201518.0
80839,11375.0,108-18 72 AVENUE,O2,5.0,JEROME ETTLINGER,2600,5200,5200,5200,0,0,0,3.0,0,2,1931,2.0,4.0,1028047.0,201536.0
80840,11375.0,108-22 72 AVENUE,C4,2.0,"10822 REALTY, LTD.",6500,15088,1200,0,1200,0,0,4.0,20,22,1920,2.32,4.0,1028062.0,201568.0
80841,11375.0,110-02 QUEENS BOULEVARD,M3,8.0,R C CH OUR LADY QN MA,5648,5452,5452,0,0,0,0,2.0,1,1,1910,0.97,0.0,1028376.0,201500.0
80842,11375.0,109-01 ASCAN AVENUE,W2,8.0,R C CH OUR LADY QN MA,86787,42435,42435,0,0,0,0,3.0,0,0,1937,0.49,0.0,1028394.0,201310.0
80865,11375.0,105-13 METROPOLITAN AVENUE,S1,4.0,ADVANTAGE EXPORT & IM,2000,2060,980,0,980,0,0,2.0,1,2,1920,1.03,0.0,1026430.0,198060.0
80866,11375.0,105-11 METROPOLITAN AVENUE,S1,4.0,"MANCUSO , CARMELA MAR",2000,2160,1080,0,1080,0,0,2.0,1,2,1920,1.08,0.0,1026411.0,198064.0
80867,11375.0,105-07 METROPOLITAN AVENUE,K4,4.0,ALICIA R. BRANDALISE,2000,2471,1500,0,1500,0,0,2.0,1,2,1920,1.24,0.0,1026371.0,198072.0
80868,11375.0,105-05 METROPOLITAN AVENUE,S1,4.0,105-05 METROPOLITAN A,2000,2680,1000,0,0,0,0,2.0,1,2,1920,1.34,0.0,1026351.0,198077.0
80869,11375.0,105-01 METROPOLITAN AVENUE,K4,4.0,D'ANGELO BENITO,2733,3332,1766,200,1566,0,0,2.0,1,3,1920,1.22,0.0,1026329.0,198067.0
80870,11375.0,105-29 METROPOLITAN AVENUE,K4,4.0,"CITRANO, CONCETTA",1872,3450,2250,0,2250,0,0,2.0,2,5,1920,1.84,0.0,1026581.0,198024.0
80871,11375.0,105-27 METROPOLITAN AVENUE,S1,4.0,105-27 METROPOLITAN A,1910,2400,1200,0,1200,0,0,2.0,1,2,1920,1.26,0.0,1026555.0,198029.0
80872,11375.0,105-25 METROPOLITAN AVENUE,S1,4.0,105-25 METROPOLITAN A,1910,2400,1200,0,1200,0,0,2.0,1,2,1920,1.26,0.0,1026537.0,198036.0
80873,11375.0,105-23 METROPOLITAN AVENUE,S1,4.0,"CITRANO, GIUSEPPE",2000,2400,1200,0,1200,0,0,2.0,1,2,1920,1.2,0.0,1026518.0,198041.0
80874,11375.0,105-19 METROPOLITAN AVENUE,S1,4.0,105-19 METROPOLITAN A,2000,2400,1200,0,1200,0,0,2.0,1,2,1920,1.2,0.0,1026478.0,198049.0
80875,11375.0,105-15 METROPOLITAN AVENUE,K2,5.0,"GEMELLI, JOHN  A.",3000,3548,3548,2661,887,0,0,2.0,0,4,1920,1.18,0.0,1026454.0,198055.0
80876,11375.0,105-09 METROPOLITAN AVENUE,S1,4.0,"HUANG, GUO HU",2000,1800,900,0,900,0,0,2.0,1,2,1920,0.9,0.0,1026390.0,198068.0
80877,11375.0,105-21 METROPOLITAN AVENUE,S2,4.0,FAZIO MANAGEMENT CORP,2000,2400,1200,0,1200,0,0,2.0,2,3,1920,1.2,0.0,1026498.0,198045.0
80878,11375.0,106-01 METROPOLITAN AVENUE,J8,5.0,"106 MET, LLC",14265,16450,16450,0,1320,0,0,2.0,0,6,1926,1.15,0.0,1026731.0,198008.0
80898,11375.0,98-07 ASCAN AVENUE,K4,4.0,WAYNE C & S NOEL BAXT,6077,7280,7280,0,7280,0,0,2.0,0,1,1930,1.2,0.0,1026908.0,197972.0
80899,11375.0,106-21 METROPOLITAN AVENUE,K4,4.0,WAYNE C & S NOEL BAXT,1965,2432,2432,1216,1216,0,0,2.0,0,2,1905,1.24,0.0,1026868.0,197980.0
80900,11375.0,106-19 METROPOLITAN AVENUE,S2,4.0,FOX FUNERAL HOME INC,2026,2304,1152,1152,0,0,0,2.0,2,3,1901,1.14,0.0,1026848.0,197984.0
80901,11375.0,106-17 METROPOLITAN AVENUE,S2,4.0,106-15/17 METRO LLC,2026,2304,1152,0,1152,0,0,2.0,2,3,1901,1.14,0.0,1026828.0,197988.0
80902,11375.0,106-15 METROPOLITAN AVENUE,S2,4.0,106-15/17 METRO LLC,2094,2304,1152,0,0,0,0,2.0,2,3,1901,1.1,0.0,1026808.0,197992.0
81072,11375.0,85 GREENWAY SOUTH,M1,8.0,DIOCESCAN MISSION OF,13400,6415,6415,0,0,0,0,1.0,0,0,1926,0.48,0.0,1027322.0,199446.0
81118,11375.0,2 RUSSELL PLACE,W1,8.0,DCAS/DEPARTMENT OF ED,68300,46800,46800,0,0,0,0,4.0,0,1,1925,0.69,0.0,1027666.0,200012.0
81125,11375.0,150 GREENWAY TERRACE,D7,4.0,150 GREENWAY TERRACE,63750,139142,3000,1000,2000,0,0,6.0,92,96,1941,2.18,0.0,1027601.0,200322.0
81142,11375.0,60 GREENWAY TERRACE,M1,8.0,1 CH OF CHRIST SCIENT,10061,9858,9858,0,0,0,0,2.0,0,0,1930,0.98,0.0,1027594.0,200777.0
81185,11375.0,107-13 METROPOLITAN AVENUE,P2,8.0,CONTINENTAL POST #142,3200,2176,2176,2176,0,0,0,1.0,0,1,1945,0.68,0.0,1027072.0,197938.0
81186,11375.0,107-11 METROPOLITAN AVENUE,S2,4.0,107-11 METROPOLITANAV,2200,2720,1360,0,1360,0,0,2.0,2,3,1925,1.24,0.0,1027042.0,197950.0
81187,11375.0,107-09 METROPOLITAN AVENUE,S2,4.0,"KREN, WANDA",2400,2700,1350,0,1350,0,0,2.0,2,3,1925,1.13,0.0,1027015.0,197929.0
81224,11375.0,107-31 METROPOLITAN AVENUE,S9,4.0,SOLO ENTERPRISE LLC,2000,3000,1500,500,1000,0,0,2.0,2,4,1925,1.5,0.0,1027226.0,197905.0
81225,11375.0,107-29 METROPOLITAN AVENUE,K4,4.0,SOLO ENTERPRISE LLC,2000,2080,1280,0,1280,0,0,2.0,1,2,1925,1.04,0.0,1027206.0,197909.0
81226,11375.0,107-27 METROPOLITAN AVENUE,K2,5.0,"HERMAN, SHARI",2000,2080,2080,0,2080,0,0,2.0,0,1,1925,1.04,0.0,1027187.0,197913.0
81227,11375.0,107-25 METROPOLITAN AVENUE,W9,8.0,BARRY S HERMAN,2000,3360,3360,400,0,0,0,2.0,1,2,1925,1.68,0.0,1027166.0,197918.0
81228,11375.0,107-23 METROPOLITAN AVENUE,K1,5.0,ARABIAN BERJ,2000,1440,1440,0,1440,0,0,1.0,0,1,1915,0.72,0.0,1027146.0,197922.0
81229,11375.0,107-21 METROPOLITAN AVENUE,K1,5.0,"21 METRO, LLC",1550,2000,2000,0,1500,0,0,1.0,0,1,1915,1.29,0.0,1027129.0,197926.0
81230,11375.0,107-19 METROPOLITAN AVENUE,K4,4.0,GF WELLBROCK LLC,1600,1600,1088,0,1088,0,0,2.0,1,2,1931,1.0,0.0,1027114.0,197929.0
81231,11375.0,107-17 METROPOLITAN AVENUE,K4,4.0,DR WELLBROCK LLC,1600,2112,1600,0,1600,0,0,2.0,1,2,1905,1.32,0.0,1027097.0,197933.0
81526,11375.0,73-01 GREENWAY NORTH,M1,8.0,CHURCH IN THE GARDENS,38770,38825,22100,8950,0,0,9800,2.0,0,1,1926,1.0,0.0,1028242.0,200319.0
81580,11375.0,73-20 AUSTIN STREET,D4,3.0,CONGREGATION KHAL MI,31200,125272,6210,958,5252,0,0,6.0,95,104,1930,4.02,0.0,1028566.0,200852.0
81620,11375.0,109-14 ASCAN AVENUE,D4,3.0,109 TENANTS CORP,27300,148181,4500,0,4500,0,0,6.0,85,91,1932,5.43,0.0,1028592.0,201135.0
81621,11375.0,110 ASCAN AVENUE,K1,5.0,NEOS RLTY CORP,10000,10000,10000,0,10000,0,0,1.0,0,2,1939,1.0,0.0,1028672.0,201304.0
81624,11375.0,110-31 73 ROAD,RM,4.0,OWNER / AGENT,17972,26991,16992,0,16992,0,0,6.0,69,70,1938,1.5,0.0,1028790.0,201232.0
81625,11375.0,110-88 QUEENS BOULEVARD,K1,5.0,MICHAEL ANGELO RTY CP,8370,12370,12370,0,8370,0,0,1.0,0,1,1939,1.48,0.0,1029111.0,201059.0
81630,11375.0,110-34 73 ROAD,RM,4.0,110-34 CONDO,18700,28221,18222,0,18222,0,0,6.0,66,75,1942,1.51,0.0,1028986.0,201114.0
81650,11375.0,111-04 QUEENS BOULEVARD,Y1,8.0,FIRE DEPARTMENT,5380,12282,12282,0,0,0,0,2.0,0,1,1923,2.28,0.0,1029227.0,200983.0
81651,11375.0,111-06 QUEENS BOULEVARD,K1,5.0,HUI FAT LLC,16200,15500,15500,0,15500,0,0,1.0,0,5,1949,0.96,0.0,1029328.0,200926.0
82042,11415.0,80-30 PARK LANE,Q1,9.0,PARKS AND RECREATION,1041000,2580,2580,0,0,0,0,1.0,0,0,1931,0.0,0.0,1029712.0,198125.0
82103,11418.0,116-02 METROPOLITAN AVENUE,K1,5.0,"DAVID J. MCKENZIE, AS",8000,5540,5540,0,5540,0,0,1.0,0,4,1931,0.69,0.0,1029705.0,197006.0
82104,11418.0,116-14 METROPOLITAN AVENUE,S1,4.0,BERGIDA ROBERT,2340,3312,1218,1218,0,0,0,3.0,1,2,1975,1.42,0.0,1029762.0,196977.0
82105,11418.0,116-16 METROPOLITAN AVENUE,S2,4.0,TFZ LLC,1920,3654,1218,0,1218,0,0,3.0,2,3,1975,1.9,0.0,1029785.0,196965.0
82107,11418.0,116-20 116 STREET,S2,4.0,116-20 METROPOLITAN A,2499,4928,2464,1232,0,0,0,3.0,2,3,1975,1.97,0.0,1029823.0,196929.0
82108,11418.0,116-22 116 STREET,S2,4.0,B B E REALTY CORP,2268,3696,1232,1232,0,0,0,3.0,2,3,1975,1.63,0.0,1029846.0,196928.0
82109,11418.0,116-22 METROPOLITAN AVENUE,K7,5.0,ASTORIA FED S&L ASSN,2502,2481,2481,0,2481,0,0,1.0,0,1,1966,0.99,0.0,1029885.0,196930.0
82121,11418.0,82-65 116 STREET,D6,4.0,82-65 116TH STREET LL,6300,19000,2000,0,2000,0,0,6.0,24,26,2007,3.02,0.0,1029664.0,196950.0
82127,11418.0,117-01 84 AVENUE,I7,8.0,KEW GARDENS SENIOR DE,34075,131041,131041,0,0,0,0,9.0,0,1,1997,3.85,0.0,1030124.0,195908.0
82133,11418.0,83-96 117 STREET,W3,8.0,ITRI TORAH RESEARCH I,14000,20900,20900,0,0,0,0,4.0,0,1,1929,1.49,0.0,1029976.0,195867.0
82155,11418.0,83-75 117 STREET,R4,3.0,,8250,14341,3672,0,0,3672,0,8.0,39,39,2004,1.74,0.0,1030048.0,196042.0
82156,11418.0,83-71 116 STREET,RM,4.0,CENTURY CONDO,8500,27318,3154,3154,0,0,0,7.0,30,32,2001,3.21,0.0,1029872.0,196021.0
82157,11418.0,116-24 GROSVENOR LANE,RM,4.0,,19503,84143,27732,27732,0,0,0,17.0,59,63,2005,4.31,0.0,1029886.0,196863.0
82158,11418.0,116-11 CURZON ROAD,R4,3.0,,11463,57575,11573,0,0,6742,0,8.0,46,60,2009,5.02,0.0,1029863.0,196211.0
82159,11415.0,83-30 118 STREET,RM,4.0,THE ONE EIGHTEEN COND,31500,94243,6801,1443,0,5358,0,6.0,108,110,1956,2.99,0.0,1029999.0,196603.0
82176,11415.0,118-82 METROPOLITAN AVENUE,RM,4.0,,9907,30800,1405,1405,0,0,0,7.0,39,40,2002,3.11,0.0,1030824.0,196509.0
82178,11418.0,116-66 PARK LANE SOUTH,W8,8.0,BLM MANAGEMENT LLC,6436,3798,3798,0,0,0,0,2.5,0,1,1940,0.59,0.0,1029573.0,197359.0
82199,11418.0,116-11 METROPOLITAN AVENUE,S2,4.0,BARON SPOLAN REALTY L,2400,2720,1360,0,1360,0,0,2.0,2,3,1927,1.13,0.0,1029835.0,197123.0
82200,11418.0,116-09 METROPOLITAN AVENUE,S2,4.0,LU SHAN 5 LLC,2400,2720,1360,0,1360,0,0,2.0,2,3,1927,1.13,0.0,1029817.0,197133.0
82201,11418.0,116-07 METROPOLITAN AVENUE,S2,4.0,116-07 REALTY LLC,2400,2720,1360,0,1360,0,0,2.0,2,3,1927,1.13,0.0,1029800.0,197141.0
82202,11418.0,116-05 METROPOLITAN AVENUE,S2,4.0,"DORIS ROSENTHAL, T/O",2400,2720,1360,0,1360,0,0,2.0,2,3,1951,1.13,0.0,1029782.0,197151.0
82203,11418.0,116-03 METROPOLITAN AVENUE,K4,4.0,BSHC INC.,4800,4000,3000,2000,1000,0,0,2.0,1,3,1920,0.83,0.0,1029754.0,197165.0
82211,11415.0,82-52 ABINGDON ROAD,M2,8.0,KEW GARDENS ANSHE SHO,9125,12200,12200,0,0,0,0,2.0,0,1,1969,1.34,0.0,1030197.0,197309.0
82216,11418.0,116-13 METROPOLITAN AVENUE,K1,5.0,MJB HOLDING CORP,15456,12290,12290,0,12290,0,0,1.0,0,9,1937,0.8,0.0,1029917.0,197066.0
82264,11415.0,82-61 BEVERLY ROAD,M2,8.0,CONGREGATION TIFERETH,6500,3375,3375,0,0,300,0,2.75,0,1,1931,0.52,0.0,1030738.0,197570.0
82271,11415.0,120-29 83 AVENUE,K1,5.0,MICHAEL & ELUSHA REAL,7300,6460,6460,0,6460,0,0,1.0,0,6,1939,0.88,0.0,1031045.0,197537.0
82275,11415.0,118-01 83 AVENUE,K1,5.0,METRO ISS LLC,8400,7800,7800,0,7800,0,0,1.0,0,7,1940,0.93,0.0,1030111.0,196948.0
82277,11415.0,83-06 ABINGDON ROAD,W7,8.0,YESHIVA TIFERETH MOSH,16000,14020,14020,0,0,0,0,3.0,0,1,1969,0.88,0.0,1030231.0,197125.0
82289,11415.0,82-34 LEFFERTS BOULEVARD,K1,5.0,RUSTIN REALTY CORP,7500,4125,4125,0,4125,0,0,1.0,0,5,1950,0.55,0.0,1030806.0,196826.0
82297,11415.0,118-23 METROPOLITAN AVENUE,K1,5.0,POLIFIELDS LLC,6000,6000,6000,0,6000,0,0,1.0,0,9,1950,1.0,0.0,1030222.0,196903.0
82307,11415.0,83-36 BEVERLY ROAD,D4,3.0,"MAHGEREFTEH, YOSEF",11400,41155,6000,0,6000,0,0,6.0,40,44,1966,3.61,0.0,1030927.0,197077.0
82308,11415.0,83-61 ABINGDON ROAD,S2,4.0,2300 GRAND LLC,2520,3544,1048,1048,0,0,0,3.0,2,3,1970,1.41,0.0,1030904.0,196986.0
