,Unnamed: 0,project_id,option_id,option_calculation_id,company_id,projects_name,facility_type_id,facility_type,facility_type_lcm,facility_type_lcm_new,industry_type_id,name,started_at,finished_at,tax_rate_source,finance_discount_rate,tax_exempt,active,area_count,area_count_sum,ave_annual_hours,max_kwh_cost,max_kwh_cost_simple,existing_lighting_count,total_watts_per_product,ave_lm70,total_solution_count,total_existing_quantity,total_proposed_quantity,total_replacement_count,total_fixture_watts,total_fixture_watt_hours,total_fixture_life_years,total_item_watts,sol_total_existing_count,total_product_count,energy_savings_per_year,total_savings_per_year,rebates,net_replacement_cost,payback,ROI,address,city,state,zip_code,latitude,longitude,existing_kwh,proposed_kwh,kwh_proposed_annual_savings,sqft,sqft_new,max_kwh_cost_simple_new,LIGHTING_INTENSITY
3098,3098,6423,8217,8213,623,Lehigh Valley Honda,,,,Retail - Mall & Non-Mall,,"Haag, Wilderman and Blick",00:33.2,00:37.9,2.0,5,False,True,4,24,2550.0,0.075,,4,75636.0,10000.0,4,233,233,433.0,5284.48,221943213.6,1186.168415,119144.44,22,22,12086.39812,12150.72412,7720.0,61337.46,5.05,19.80963039,,,,,,,191087.64,29935.665119999998,161151.9749,,500.0,0.063,382.17528
3099,3099,6427,6274,6239,663,SEARK Exterior,53.0,School / University,Education,Retail - Mall & Non-Mall,,Leffler-Parisian,03:52.9,04:02.3,2.0,5,False,True,13,546,4000.0,0.1,,13,1200576.0,8857.142856999999,13,733,733,205.0,1797.0,48044000.0,437.5,12011.0,27,27,11034.4,11034.4,,21483.22,1.95,51.36287763,1900 Hazel St,Pine Bluff,AR,71603.0,34.210229999999996,-92.025604,159588.0,49244.0,110344.0,,1800.0,0.052000000000000005,88.66
3100,3100,6431,6305,6270,568,Hollins Ferry VIII Limited Partnership,25.0,Industrial - 1 Shift,Other,Retail - Mall & Non-Mall,2254.0,"Monahan, Roberts and Harvey",56:57.0,57:06.1,2.0,5,False,True,13,216,3744.0,0.14,,13,640692.0,14000.0,13,1476,660,339.0,1752.0,154058112.0,320.51282050000003,41148.0,41,27,23975.0784,23975.0784,,19470.13,0.82,123.1377418,2700 Hollins Ferry Road,Baltimore,MD,21230.0,39.259223999999996,-76.64503,325308.672,154058.112,171250.56,,2983.87,0.085,109.0224011
3101,3101,6432,6297,6262,568,Merritt Properties 152 Blades Ln Ste C,,,,Retail - Mall & Non-Mall,2254.0,"Monahan, Roberts and Harvey",38:41.6,38:45.3,2.0,5,False,True,4,54,3744.0,0.14,,4,14220.0,20000.0,4,269,267,36.0,550.0,5803200.0,146.90170940000002,1550.0,13,11,531.49824,531.49824,,810.7719999999999,1.53,65.55458748,152 Blades Lane,Glen Burnie,MD,21060.0,39.198063,-76.60124,9599.616,5803.2,3796.4159999999997,,29000.0,0.961,0.331021241
3102,3102,6433,6265,6230,15,USD 440 - Halstead - Bentley,54.0,Schools (Jr./Sr. High),Education,Retail - Mall & Non-Mall,,"Anderson, Shields and Hyatt",03:41.2,03:52.7,2.0,5,False,True,13,90,4380.0,0.1,,13,113880.0,14611.11111,13,33366,33690,13779.0,1386.0,900874020.0,536.5296804,205679.0,49,58,69407.232,69407.232,,61991.94,0.92,111.9617034,521 W. 6th Street,Halstead,KS,64056.0,37.999313,-97.512024,1173603.48,479531.16,694072.32,,700.0,0.063,1676.5764
3103,3103,6434,6300,6265,480,Stronghold Center,,,,Retail - Mall & Non-Mall,,Kub Inc,00:54.9,01:26.1,2.0,5,False,True,19,5888,3354.0,0.1,,19,11148744.0,11312.5,19,3782,3782,554.0,4383.0,46081152.0,2741.834554,19009.0,134,134,4974.606,5688.189,,12639.858059999999,2.22,45.00200061,,,,,,,130270.45199999999,80524.392,49746.06,,100.0,0.069,1302.70452
3104,3104,6435,6290,6255,347,Kissimmee Produce La Chiquita,,,,Retail - Mall & Non-Mall,,Upton LLC,05:10.1,05:14.8,2.0,5,False,True,4,24,4745.0,0.1111,,4,7776.0,20000.0,4,244,372,146.0,172.0,18771220.0,84.29926238,3956.0,8,14,3605.83938,4030.912297,,13557.9645,3.36,29.7309548,1421 N John Young Pkwy,Kissimmee,FL,34741.0,28.305196999999996,-81.41462,51227.02,18771.22,32455.8,,10000.0,0.1,5.122701999999999
3105,3105,6437,6344,6309,347,St Athanasius - Sanford,,,,Retail - Mall & Non-Mall,,Upton LLC,57:21.3,57:23.9,2.0,5,False,True,6,147,1126.666667,0.0872,,6,73080.0,26000.0,6,160,160,128.0,467.0,10845120.0,264.4230769,5214.0,11,11,693.581824,788.5684907000001,,23116.77,,3.411239938,601 E Airport Blvd,Sanford,FL,32773.0,28.770376000000002,-81.272224,15604.16,7650.24,7953.92,,225.0,0.1,69.35182222
3106,3106,6438,6298,6263,447,Polyform Products Co. Inc.,25.0,Industrial - 1 Shift,Other,Retail - Mall & Non-Mall,,"Connelly, Bins and Walter",00:18.2,00:34.3,2.0,5,False,True,13,884,2084.0,0.1,,13,1476384.0,14882.35294,13,4262,4262,374.0,2380.0,35989638.0,1708.253359,17269.5,68,68,8295.0494,8295.0494,,25042.79,3.02,33.12350341,1901 Estes Ave,Elk Grove Village,IL,60007.0,42.005615,-87.955185,116603.96800000001,33653.474,82950.494,,225.0,0.06,518.2398578
3107,3107,6440,6270,6235,447,Tek Pak Inc.,34.0,Manufacturing Facility,Other,Retail - Mall & Non-Mall,,"Connelly, Bins and Walter",03:33.3,03:34.7,2.0,5,False,True,1,2,4380.0,0.1,,1,190.0,10000.0,1,36,36,36.0,76.0,2995920.0,45.66210046,684.0,4,4,599.184,599.184,,1778.76,2.97,33.68548877,,,,,,,7489.8,1497.96,5991.84,,35000.0,0.069,0.213994286
3108,3108,6441,6284,6249,480,German American State Bank-Canopy,3.0,Banks,Offices (Non-medical),Retail - Mall & Non-Mall,,Kub Inc,02:29.9,02:31.6,2.0,5,False,True,1,1,4368.0,0.1,,1,190.0,10000.0,1,7,7,7.0,27.0,825552.0,11.44688645,189.0,1,1,498.3888,498.3888,,1044.846779,2.1,47.69970201,,,,,,,5809.44,825.552,4983.888,,1500.0,0.06,3.87296
3109,3109,6442,6285,6250,543,Woodridge HealthCare,39.0,Nursing Homes,Health care - Outpatient,Education,,Mueller-Metz,43:56.7,44:47.0,2.0,5,False,True,17,7980,6600.0,0.15,,17,12740412.0,17771.42857,17,18703,18863,3182.0,23593.0,1009292400.0,3692.361111,140179.5,572,588,41942.61,41942.61,,87331.325,2.08,48.02699375,3801 Woodridge Blvd,Fairfield,OH,45014.0,39.306509999999996,-84.49686,546379.2,266761.8,279617.4,,9000.0,0.045,60.7088
3110,3110,6443,6275,6240,488,Mac Kenzie/Chartwell Medical Center,40.0,Office (General Office Types),Offices (Non-medical),Education,,Conn-Nienow,34:55.0,34:57.7,2.0,5,False,True,6,234,4800.0,0.12,,6,108108.0,18888.888890000002,6,177,177,65.0,383.4,9488640.0,193.75,1976.8,13,13,1129.0752,1129.0752,,5121.25,5.05,22.04686746,Chartwell Medical Center,Elkridge,MD,21075.0,39.205757,-76.75309,18897.6,9488.64,9408.96,,50000.0,0.05094,0.377952
3111,3111,6444,6282,6247,623,Trinity Lutheran,,,,Food Sales,,"Haag, Wilderman and Blick",03:01.5,03:02.8,2.0,5,False,True,2,2,1550.0,0.065,,2,300.0,20000.0,2,12,12,12.0,64.0,595200.0,64.51612903,384.0,2,2,51.986999999999995,58.7295,38.72,1199.68,,4.895430448,,,,,,,1395.0,595.2,799.8,,15000.0,0.07,0.09300000000000001
3112,3112,6447,6289,6254,568,BWI Airport Kitchen,65.0,Other,Other,Services,2254.0,"Monahan, Roberts and Harvey",02:57.1,02:59.2,2.0,5,False,True,2,2,4368.0,0.14,,2,378.0,10500.0,2,33,33,33.0,52.0,4298112.0,22.89377289,984.0,2,2,1275.0192,1275.0192,,1054.8,0.83,120.87781570000001,7001 Aviation Blvd,Glen Burnie,MD,21061.0,39.180659999999996,-76.651825,13405.392,4298.112,9107.28,,10000.0,0.079,1.3405392
3113,3113,6448,6529,6494,581,400 Waterfront,,,,Education,2239.0,"Harvey, Kozey and Schuster",51:40.7,51:43.3,2.0,5,False,True,11,300,4000.0,0.09,,11,364100.0,8833.333333,11,12289,12289,853.0,1141.0,115036000.0,387.5,28759.0,57,57,17039.88,38268.28,15884.0,134584.962,5.03,28.43429119,,,,,,,304368.0,115036.0,189332.0,,300.0,0.18796,1014.56
3114,3114,6449,6526,6491,581,500 Waterfront,,,,Offices (Non-medical),2239.0,"Harvey, Kozey and Schuster",19:29.5,19:33.2,2.0,5,False,True,8,48,4000.0,0.09,,8,61632.0,14000.0,8,837,837,429.0,353.0,59364000.0,125.0,14841.0,12,12,8602.56,18418.01,8340.0,67910.9875,4.69,27.12081016,,,,,,,154948.0,59364.0,95584.0,,25000.0,0.961,6.19792
3115,3115,6450,6292,6257,543,Madeira Village Nursing & Rehab,39.0,Nursing Homes,Health care - Outpatient,Education,,Mueller-Metz,46:29.1,47:05.8,2.0,5,False,True,13,10168,7200.0,0.9,,13,14945320.0,17806.45161,13,8542,10270,2049.0,16554.0,613440000.0,2638.888889,85200.0,405,594,25621.92,25621.92,,58516.1125,2.28,43.78609396,5970 Kenwood Rd,Madeira,OH,45243.0,39.174706,-84.38331600000001,358279.2,187466.4,170812.8,,25000.0,0.115,14.331168
3116,3116,6462,6296,6261,794,Hackensack apt project test,,,,Education,,"Price, Hickle and Mann",37:21.9,37:25.3,2.0,5,False,True,4,30,3380.0,0.1,,4,8232.0,16000.0,4,454,454,341.0,55.0,17690820.0,51.36986301,4039.0,5,5,6103.53,6103.53,,6704.5,1.1,91.03631889,,,,,,,78726.12,17690.82,61035.3,,10000.0,0.069,7.872611999999999
3117,3117,6462,6322,6287,794,Hackensack apt project test,,,,Food Sales,,"Price, Hickle and Mann",37:25.4,37:29.7,2.0,5,False,True,4,30,3380.0,0.1,,4,8232.0,16000.0,4,454,454,341.0,55.0,17690820.0,51.36986301,4039.0,5,5,6103.53,6103.53,,10056.75,1.65,60.69087926,,,,,,,78726.12,17690.82,61035.3,,96000.0,0.8,0.82006375
3118,3118,6463,6299,6264,327,Village of Lake Grove,60.0,Town Hall,Public assembly,Health care - Inpatient,2249.0,"Collier, Barrows and Runolfsdottir",01:26.3,01:32.2,2.0,5,False,True,11,17,2600.0,0.18,,11,17853.0,18882.35294,11,289,327,327.0,781.5,24118640.0,348.0769231,9276.4,20,27,4238.9568,4238.9568,13000.0,6668.76,1.57,63.56439278,980 Hawkins Avenue,Lake Grove,NY,11755.0,40.85295,-73.11544,38958.4,15408.64,23549.76,,7000.0,0.085,5.565485713999999
3119,3119,6463,6312,6277,327,Village of Lake Grove,60.0,Town Hall,Public assembly,Retail - Mall & Non-Mall,2249.0,"Collier, Barrows and Runolfsdottir",01:32.3,01:38.3,2.0,5,False,True,11,17,2600.0,0.18,,11,17853.0,18882.35294,11,230,268,287.0,707.9,20291440.0,309.6153846,7804.4,18,25,4218.3648,4218.3648,11900.0,5798.76,1.37,72.74598018,980 Hawkins Avenue,Lake Grove,NY,11755.0,40.85295,-73.11544,38958.4,15523.04,23435.36,,3000.0,0.085,12.98613333
3120,3120,6466,6324,6289,480,X-Tech Innovations,,,,Other,,Kub Inc,58:38.6,58:42.8,2.0,5,False,True,6,56,2340.0,0.1,,6,34692.0,14000.0,6,420,420,156.0,1024.0,18495360.0,534.1880342000001,7904.0,24,24,1106.82,1235.442,20.0,5656.768269,4.58,21.84006735,424 18th Avenue,Rockford,IL,61104.0,42.248608000000004,-89.091545,20914.92,9846.72,11068.2,,10000.0,0.0625,2.0914919999999997
3121,3121,6467,6303,6268,447,Ceroni Piping,,,,Religious worship,,"Connelly, Bins and Walter",09:18.5,09:19.7,2.0,5,False,True,1,4,2607.0,0.11,,1,1070.0,20000.0,1,40,40,40.0,150.0,0.0,0.0,6000.0,1,1,4129.488,4129.488,3000.0,2422.575,,170.4586236,7770 Ceroni Rd,Cherry Valley,IL,61016.0,42.241043,-88.92408,37540.8,0.0,37540.8,,5000.0,0.085,7.50816
3122,3122,6470,6308,6273,488,TOWSON PLACE,,,,Education,,Conn-Nienow,59:17.1,59:20.5,2.0,5,False,True,1,2,4800.0,0.1,,1,2316.0,10000.0,1,143,143,143.0,300.0,205920000.0,10.41666667,42900.0,1,1,58893.12,58893.12,,24800.0,0.42,237.47225809999998,,,,,,,794851.2,205920.0,588931.2,,1840.0,0.0718,431.9843478
3123,3123,6471,6310,6275,623,Utz LED Savings Proposal,,,,Education,,"Haag, Wilderman and Blick",18:59.8,19:01.8,2.0,5,False,True,4,12,3700.0,0.065,,4,8144.0,20000.0,4,108,120,120.0,265.0,21378600.0,75.67567568,5778.0,108,120,1552.668,1732.4879999999998,,7531.262,4.35,23.00395339,,,,,,,45265.8,21378.6,23887.2,,5000.0,0.079,9.05316
3124,3124,6472,6898,6869,480,Heritage Woods of Huntley,24.0,Hospitals / Health Care,Health care - Inpatient,Education,,Kub Inc,05:22.1,05:34.4,2.0,5,False,True,4,1032,5460.0,0.1,,4,414864.0,17500.0,4,2722,2722,328.0,4044.0,96746832.0,797.4664224999999,14022.0,95,95,5286.371999999999,5906.446,,0.002333916,0.0,253070195.3,12450 Regency Parkway,Huntley,IL,60142.0,42.149925,-88.43939,101130.12,48266.4,52863.72,,250000.0,0.085,0.40452048
3125,3125,6475,6314,6279,251,California Boiler,,,,Offices (Non-medical),,"Frami, Lowe and Mertz",59:20.6,59:30.6,2.0,5,False,True,8,261,,,,8,105560.0,15777.77778,8,1000,1981,150.0,367.0,0.0,0.0,1764.5,33,59,0.0,0.0,,1587.1594189999998,,0.0,1800 Newport Circle,Santa Ana,CA,92705.0,33.718575,-117.84343999999999,0.0,0.0,0.0,,9000.0,0.085,0.0
3126,3126,6486,6325,6290,623,McNeilus Trucking,,,,Other,,"Haag, Wilderman and Blick",58:36.4,58:38.6,2.0,5,False,True,2,2,4100.0,0.065,,2,1160.0,10000.0,2,5,5,10.0,175.0,3587500.0,24.390243899999998,875.0,2,2,286.4875,302.8875,,150.0,0.5,201.925,,,,,,,5945.0,1537.5,4407.5,,4000.0,0.0836,1.48625
3127,3127,6487,6332,6297,581,Hopewell twp 2,,,,Education,2239.0,"Harvey, Kozey and Schuster",08:27.8,08:57.0,2.0,5,False,True,23,2132,4380.0,0.09,,23,6109168.0,13682.92683,23,5611,5611,1649.0,7229.0,195615180.0,3013.69863,44661.0,304,304,19583.0676,19583.0676,10000.0,95329.2853,4.87,20.54255158,,,,,,,296981.52,79391.88,217589.64,,10000.0,0.961,29.698152
3128,3128,6487,7354,7350,581,Hopewell twp 2,,,,Warehouse and storage,2239.0,"Harvey, Kozey and Schuster",08:01.6,08:27.5,2.0,5,False,True,23,2132,4380.0,0.09,,23,6109168.0,13682.92683,23,2951,2951,1649.0,7139.0,191278980.0,3013.69863,43671.0,304,304,7016.3658,7016.3658,10000.0,38573.7747,5.5,18.18947162,,,,,,,108369.96,30410.34,77959.62,,21000.0,0.085,5.160474286
3129,3129,6487,7355,7351,581,Hopewell twp 2,,,,Religious worship,2239.0,"Harvey, Kozey and Schuster",07:34.0,08:01.1,2.0,5,False,True,23,2132,4380.0,0.09,,23,6109168.0,13682.92683,23,638,638,1649.0,7139.0,191278980.0,3013.69863,43671.0,304,304,5307.903,5307.903,10000.0,18354.0817,3.46,28.91946918,,,,,,,81279.66,22302.96,58976.7,,200.0,0.085,406.3983
3130,3130,6487,7356,7352,581,Hopewell twp 2,,,,Other,2239.0,"Harvey, Kozey and Schuster",07:01.7,07:33.7,2.0,5,False,True,23,2132,4380.0,0.09,,23,6109168.0,13682.92683,23,2048,2048,1649.0,7139.0,191278980.0,3013.69863,43671.0,304,304,8563.2066,8563.2066,10000.0,32701.4889,3.82,26.18598384,,,,,,,118106.7,22959.96,95146.74,,500.0,0.085,236.2134
3131,3131,6487,7357,7353,581,Hopewell twp 2,,,,Warehouse and storage,2239.0,"Harvey, Kozey and Schuster",06:26.7,07:01.4,2.0,5,False,True,23,2132,4380.0,0.09,,23,6109168.0,13682.92683,23,127,127,1649.0,7139.0,191278980.0,3013.69863,43671.0,304,304,2590.2882,2590.2882,10000.0,2912.2911,1.12,88.94331339,,,,,,,34650.18,5869.2,28780.98,,25000.0,0.085,1.3860072
3132,3132,6490,6400,6365,276,Skiatook Public Schools,54.0,Schools (Jr./Sr. High),Education,Retail - Mall & Non-Mall,2239.0,Maggio Inc,48:43.6,50:19.3,2.0,5,False,True,33,49200,2052.0,0.063,,33,279615600.0,10073.17073,33,885271,885271,77912.0,106778.0,3485219600.0,220572.5189,1886216.0,4402,4402,43469.84489,43469.84489,,232600.0,5.35,18.68866934,355 S. Osage Street,Skiatook,OK,74070.0,36.36627,-96.00116,977134.3640000001,287136.826,689997.538,,2000.0,0.069,488.567182
3133,3133,6491,6345,6310,347,Ferguson Waterworks,,,,Other,,Upton LLC,05:40.2,05:41.3,2.0,5,False,True,1,1,2860.0,0.0938,,1,464.0,10000.0,1,16,16,16.0,150.0,6864000.0,17.48251748,2400.0,1,1,1347.778432,1347.778432,,7050.108,5.23,19.11713171,801 Thorpe Rd,Orlando,FL,32824.0,28.429743,-81.38877,21232.64,6864.0,14368.64,,2000.0,0.9,10.61632
3134,3134,6494,6350,6315,552,South Arm Recreation Centre,,,,Food Sales,,"Reynolds, Pfeffer and Gottlieb",26:24.3,26:36.6,2.0,5,False,True,3,884,4380.0,0.095,,3,169884.0,16705.88235,3,5425,5425,638.0,2089.5,56475720.0,1244.292237,12894.0,109,109,6783.553470000001,6783.553470000001,,58746.0,8.66,11.54726019,,,,,,,137308.62,65902.79400000001,71405.826,,225.0,0.8,610.2605333
3135,3135,6500,7302,7298,581,Bellevue,,,,Religious worship,2239.0,"Harvey, Kozey and Schuster",55:12.0,55:14.9,2.0,5,False,True,5,20,4000.0,0.13,,5,14260.0,14200.0,5,267,267,267.0,154.0,19560000.0,51.25,4890.0,5,5,4166.24,4166.24,,13264.49333,3.33,31.40896448,,,,,,,51608.0,19560.0,32048.0,,10000.0,0.063,5.1608
3136,3136,6511,6355,6320,732,Carnegie Beer Outlet Inc,52.0,Retail,Retail - Mall & Non-Mall,Food Sales,,"Lubowitz, Conn and Will",25:22.4,25:23.8,2.0,5,False,True,5,180,4368.0,0.064,,5,108120.0,14933.333330000001,5,110,110,77.0,1360.0,11138400.0,469.3223443,2550.0,41,41,245.44665600000002,245.44665600000002,,2776.7965,,8.839202152999999,"429 W Main St, , PA 15106",Carnegie,PA,15106.0,40.403175,-80.09283,35109.984,31274.88,3835.1040000000003,,500.0,0.085,70.21996800000001
3137,3137,6511,6357,6322,732,Carnegie Beer Outlet Inc,52.0,Retail,Retail - Mall & Non-Mall,Services,,"Lubowitz, Conn and Will",00:23.7,00:28.5,2.0,5,False,True,2,180,4368.0,0.064,,2,43248.0,14933.333330000001,2,4,0,,,,,,4,4,0.0,0.0,,0.0,,,"429 W Main St, , PA 15106",Carnegie,PA,15106.0,40.403175,-80.09283,4839.744000000001,4839.744000000001,0.0,,10000.0,0.069,0.4839744000000001
3138,3138,6511,6372,6337,732,Carnegie Beer Outlet Inc,52.0,Retail,Retail - Mall & Non-Mall,Services,,"Lubowitz, Conn and Will",25:20.9,25:22.3,2.0,5,False,True,5,180,4368.0,0.064,,5,108120.0,14933.333330000001,5,78,78,71.0,1320.0,10286640.0,457.8754579,2355.0,40,40,256.349184,256.349184,,1529.02125,5.96,16.76557366,"429 W Main St, , PA 15106",Carnegie,PA,15106.0,40.403175,-80.09283,34114.08,30108.624,4005.4559999999997,,1800.0,0.06,18.95226667
3139,3139,6512,6358,6323,372,Health Bridge,40.0,Office (General Office Types),Offices (Non-medical),Other,2239.0,Kub Group,54:32.5,54:34.5,2.0,5,False,True,2,12,5150.0,0.14789000000000002,,2,7176.0,15000.0,2,56,56,56.0,111.0,11177200.0,40.20296643,1932.0,2,2,5785.870892,5785.870892,,8036.64,1.39,71.99365521,,,,,,,50300.0,11177.2,39122.8,,500.0,0.18447,100.6
3140,3140,6512,6361,6326,372,Health Bridge,40.0,Office (General Office Types),Offices (Non-medical),Other,2239.0,Kub Group,54:34.6,54:36.3,2.0,5,False,True,2,12,5150.0,0.14789000000000002,,2,7176.0,15000.0,2,56,56,56.0,140.0,20376000.0,40.20296643,3440.0,2,2,4425.46036,4425.46036,,8588.06,1.94,51.53038474,,,,,,,50300.0,20376.0,29924.0,,500.0,0.961,100.6
3141,3141,6514,6367,6332,447,Advant Edge Healthcare Solutions,24.0,Hospitals / Health Care,Health care - Inpatient,Food Sales,,"Connelly, Bins and Walter",43:42.4,43:50.0,2.0,5,False,True,5,150,2342.0,0.11,,5,65375.0,20000.0,5,3392,3392,230.0,879.5,17015801.0,640.4782237000001,7265.5,30,30,4484.777770000001,4484.777770000001,,11050.2,2.46,40.58548958,520 E 22nd St,Lombard,IL,60148.0,41.846554,-88.00341999999999,57393.052,16622.345,40770.707,,805.0,0.079,71.29571677
3142,3142,6514,6399,6364,447,Advant Edge Healthcare Solutions,24.0,Hospitals / Health Care,Health care - Inpatient,Warehouse and storage,,"Connelly, Bins and Walter",43:50.1,43:56.5,2.0,5,False,True,5,150,2342.0,0.11,,5,65375.0,20000.0,5,3392,3392,230.0,1126.0,22047588.0,640.4782237000001,9414.0,30,30,3945.7079200000003,3945.7079200000003,,9982.7,2.53,39.52545824,520 E 22nd St,Lombard,IL,60148.0,41.846554,-88.00341999999999,57393.052,21522.98,35870.072,,100000.0,0.085,0.57393052
3143,3143,6515,6363,6328,447,CTL Global Solutions,62.0,Warehouse (Not Refrigerated),Warehouse and storage,Warehouse and storage,,"Connelly, Bins and Walter",13:55.5,13:57.6,2.0,5,False,True,1,1,4380.0,0.11,,1,455.0,10000.0,1,38,38,38.0,107.7,17925588.0,11.41552511,4092.6,1,1,6358.507320000001,6358.507320000001,,9872.4,1.55,64.40690531,1000 N. County Line Road,Elmhurst,IL,60126.0,41.927417999999996,-87.92291999999999,75730.2,17925.588,57804.612,,10000.0,0.1,7.57302
3144,3144,6519,6506,6471,211,Million Air,61.0,Transportation,Public assembly,Warehouse and storage,2222.0,Ruecker-Jacobs,15:58.2,16:06.2,2.0,5,False,True,17,6195,3780.6,0.055,,17,26067970.0,11190.476190000001,17,3427,3427,719.0,4748.0,192638828.0,151573.5353,40699.0,93,93,7408.09212,14278.09212,500.0,21651.9465,1.52,65.94368834,6921 Pierson Drive,Indianapolis,IN,46241.0,39.733475,-86.28041,184588.36399999997,49895.78,134692.584,,10000.0,0.06,18.458836399999996
3145,3145,6519,7040,7011,211,Million Air,61.0,Transportation,Public assembly,Warehouse and storage,2222.0,Ruecker-Jacobs,56:48.7,57:05.1,2.0,5,False,True,17,6195,3780.6,0.055,,17,26067970.0,11190.476190000001,17,4138,4138,719.0,4748.0,192638828.0,151573.5353,40699.0,93,93,17054.82064,26314.82064,4223.0,14821.2035,0.56,177.548474,6921 Pierson Drive,Indianapolis,IN,46241.0,39.733475,-86.28041,424789.908,114702.26,310087.648,,116250.0,0.085,3.654106735
3146,3146,6519,7461,7457,211,Million Air,61.0,Transportation,Public assembly,Food Sales,2222.0,Ruecker-Jacobs,56:28.0,56:48.4,2.0,5,False,True,17,6195,3780.6,0.055,,17,26067970.0,11190.476190000001,17,4138,4138,719.0,4748.0,192638828.0,151573.5353,40699.0,93,93,17054.82064,26314.82064,500.0,38738.3935,1.47,67.92956099,6921 Pierson Drive,Indianapolis,IN,46241.0,39.733475,-86.28041,424789.908,114702.26,310087.648,,1000.0,0.0,424.789908
3147,3147,6520,6547,6512,552,Richmond Library,,,,Warehouse and storage,,"Reynolds, Pfeffer and Gottlieb",56:30.5,56:32.4,2.0,5,False,True,11,364,4380.0,0.09,,11,259644.0,17846.15385,11,7276,8060,2215.0,783.5,147227130.0,582.1917808,33613.5,57,65,18310.3929,22647.59665,,74278.0,3.28,30.49031564,,,,,,,308641.08,105192.27,203448.81,,5000.0,0.0718,61.728216
3148,3148,6521,6368,6333,623,Lebanon Valley Electric Project:  Warehouse building,,,,Other,,"Haag, Wilderman and Blick",53:36.6,53:38.3,2.0,5,False,True,3,3,1800.0,0.07,,3,693.0,20000.0,3,47,122,122.0,41.5,3450600.0,83.33333333,1917.0,3,10,170.352,201.222,,944.18,4.69,21.31182613,,,,,,,5884.2,3450.6,2433.6,,20000.0,0.0836,0.29420999999999997
3149,3149,6523,6429,6394,347,Ferguson S. Orange,,,,Other,,Upton LLC,05:41.4,05:45.7,2.0,5,False,True,8,48,2860.0,0.0938,,8,51504.0,18750.0,8,493,500,336.0,592.0,67004080.0,209.7902098,23428.0,12,13,7755.896148000001,9001.461898,,82628.069,,10.89395166,"10355 South Orange Avenue, Suite B ",Orlando,FL,32824.0,28.416503999999996,-81.37106,149689.54,67004.08,82685.46,,50000.0,0.1,2.9937907999999998
3150,3150,6524,6492,6457,347,World of decor,,,,Other,,Upton LLC,20:12.7,20:15.4,2.0,5,False,True,5,72,2932.666667,0.0938,,5,76560.0,13500.0,5,694,694,694.0,488.0,135421256.0,141.90375830000002,48582.0,8,8,19395.76627,19621.28377,,112092.5935,5.71,17.50453188,11423 Satellite Blvd.,Orlando,FL,32837.0,28.400698,-81.401276,280282.748,73504.856,206777.892,,5000.0,0.0,56.056549600000004
3151,3151,6524,7803,7799,347,World of decor,,,,Warehouse and storage,,Upton LLC,55:32.1,55:34.1,2.0,5,False,True,5,72,2932.666667,0.0938,,5,76560.0,13500.0,5,694,694,694.0,488.0,135421256.0,141.90375830000002,48582.0,8,8,19395.76627,19621.28377,,84999.35,4.33,23.08403978,11423 Satellite Blvd.,Orlando,FL,32837.0,28.400698,-81.401276,280282.748,73504.856,206777.892,,47.0,0.085,5963.462723
3152,3152,6526,6472,6437,480,St James Church,5.0,Church,Religious worship,Other,,Kub Inc,08:50.5,08:53.8,2.0,5,False,True,4,140,1040.0,0.1,,4,53600.0,3714.285714,4,74,74,48.0,100.0,772720.0,168.26923080000003,743.0,6,6,444.496,798.1826667,,3558.965385,4.46,22.42737932,428 N 2nd Street,Rockford,,61108.0,42.271202,-89.08538,5515.12,1070.16,4444.96,,150000.0,0.06,0.036767467000000005
3153,3153,6526,7176,7147,480,St James Church,5.0,Church,Religious worship,Food Sales,,Kub Inc,08:45.7,08:48.4,2.0,5,False,True,4,140,1040.0,0.1,,4,53600.0,3714.285714,4,74,74,48.0,100.0,772720.0,168.26923080000003,743.0,6,6,444.496,798.1826667,,3784.5653850000003,4.74,21.09047105,428 N 2nd Street,Rockford,,61108.0,42.271202,-89.08538,5515.12,1070.16,4444.96,,3000.0,0.06,1.838373333
3154,3154,6532,6412,6377,732,United States Products Co.,,,,Other,,"Lubowitz, Conn and Will",02:03.9,02:05.9,2.0,5,False,True,4,130,5408.0,0.09,,4,53352.0,20000.0,4,224,224,38.0,742.0,4434560.0,342.26190479999997,1940.0,15,15,703.6473599999999,703.6473599999999,,18508.103,,3.80183404,,,,,,,12252.864,4434.56,7818.304,,1836.0,0.0836,6.673673203
3155,3155,6532,6415,6380,732,United States Products Co.,,,,Education,,"Lubowitz, Conn and Will",59:47.3,59:52.6,2.0,5,False,True,4,130,5408.0,0.09,,4,53352.0,20000.0,4,224,844,120.0,265.0,5710848.0,342.26190479999997,2528.0,15,48,588.7814400000001,588.7814400000001,,923.4266,1.57,63.76050246,,,,,,,12252.864,5710.848000000001,6542.016,,500.0,0.0649,24.505728
3156,3156,6532,6553,6518,732,United States Products Co.,,,,Public assembly,,"Lubowitz, Conn and Will",59:52.7,59:57.3,2.0,5,False,True,3,130,5408.0,0.09,,3,40014.0,20000.0,3,220,821,101.0,279.0,4627168.0,294.1849817,2007.0,14,43,672.0854400000001,672.0854400000001,,835.04288,1.24,80.48514107,,,,,,,12252.864,4785.248,7467.616,,10000.0,0.07,1.2252863999999999
